case:concept:name,concept:name
139,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
140,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
141,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
142,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
143,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Seal full safety box', 'Store safety box', 'Prepare new safety box', 'Place battery cell in safety box']"
144,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
145,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
146,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
147,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
148,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
149,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
150,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
151,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
152,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
153,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
154,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
155,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
156,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
157,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
158,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
159,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
160,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
161,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
162,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
163,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
164,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
165,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
166,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
167,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
168,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
169,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
170,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
171,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
172,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
173,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
174,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Clean electrodes', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
175,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Seal full safety box', 'Store safety box', 'Prepare new safety box', 'Place battery cell in safety box']"
176,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
177,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
178,"['Battery cell completely discharged', 'Check battery cell for damage', 'Open battery cell', 'Collect electrolyte separately', 'Clean electrodes', 'Shred electrodes', 'Melt down solid materials', 'Collect recyclable materials', 'Dispose of non-reusable materials']"
179,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
180,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
181,"['Battery cell completely discharged', 'Check battery cell for damage', 'Check the capacity of the safety box', 'Place battery cell in safety box']"
